candidate_key,source_row_sha256,primary_decision,primary_proposed_record_type,primary_reason_code,primary_reason,primary_reviewer,batch_id,retained_candidate_key
PMID:41024215,4037eae6c5cfdf6343554f82558ae5bb54f8b1ce85f6ecb42f19aa6192fa82e6,include_applied_seed,applied_seed,I_APPLIED_TRANSFERABLE_DESIGN,"This study evaluates longitudinal reporting, alert verification, and response performance of an emergency surveillance system.",codex-cli-task5-fix3-reader-a-019f8284-51b2-7a61-afd5-a78066b65bef,W01-BATCH-036,
PMID:41024957,735ea8b54c48243b5391f942d1a061758d740b3810a7ac5df498b569c3742c87,include_diagnostic_or_correction_lead,diagnostic,I_DIAGNOSTIC_CORRECTION,This report proposes and pilots a modified clinical decision rule for infectious-disease risk stratification.,codex-cli-task5-fix3-blind-019f82aa-9e7b-7180-bc24-d230938ebe65,W01-BATCH-036,
PMID:41060952,fd4c88c1e0346d2d92c1100df8ad87419af04ee8b23cf43e159d9785e1ce33bc,include_simulation_or_mechanistic_lead,method_source,I_SIMULATION_MECHANISTIC,This study tests epidemic early-warning signals using experimental infections and matched simulated time series.,codex-cli-task5-fix3-reader-a-019f8284-51b2-7a61-afd5-a78066b65bef,W01-BATCH-036,
PMID:41062531,8282a65801330e6ed03cdc9c63e7b722b4ce212697772015e43b2908eaa1a427,exclude,,X_NOT_INFECTIOUS_TRANSFERABLE,This bioinformatics study develops biomarkers for cardio-renal syndrome rather than an infectious-disease outcome with a concrete transferable surveillance route.,codex-semantic-primary-036,W01-BATCH-036,
PMID:41067239,f9aa7c098a5dbc4fe6e1f490f71fae920c7950ca9844d6dbf789420fd11cc54c,include_applied_seed,applied_seed,I_APPLIED_TRANSFERABLE_DESIGN,"This prospective household cohort estimates secondary attack rates, serial intervals, and reproduction numbers for mpox.",codex-cli-task5-fix3-reader-a-019f8284-51b2-7a61-afd5-a78066b65bef,W01-BATCH-036,
PMID:41082131,0a6d7380782a29d699d9e57f63b896c2008879c6359ee0183c56f7f7358390f7,include_applied_seed,applied_seed,I_APPLIED_TRANSFERABLE_DESIGN,This study prospectively evaluates a transferable machine-learning framework for geographic variant-incidence early warning.,codex-cli-task5-fix3-blind-019f82aa-9e7b-7180-bc24-d230938ebe65,W01-BATCH-036,
PMID:41134898,f3c152d48a965674f2fcac068f44ce7b6ad7fb9673faed635e66a70271f64b0f,include_method_source_lead,method_source,I_METHOD_SOURCE,This study develops and retrospectively evaluates an anomaly-detection method for influenza spillover warning.,codex-cli-task5-fix3-reader-a-019f8284-51b2-7a61-afd5-a78066b65bef,W01-BATCH-036,
PMID:41147100,a51616fd0ed7e86d94dd9e96a8682de6d60c9029159416691153ac4f68f97343,include_applied_seed,applied_seed,I_APPLIED_TRANSFERABLE_DESIGN,This pilot demonstrates offline mobile infectious-disease surveillance and alert response in a conflict setting.,codex-cli-task5-fix3-reader-a-019f8284-51b2-7a61-afd5-a78066b65bef,W01-BATCH-036,
PMID:41150075,c1528f02125756cdbb914a07dfc451cd7f0b42e589545d9fe471b820930eb7e6,include_method_source_lead,method_source,I_METHOD_SOURCE,This study develops an interpretable anomaly-detection framework for environmental early warning of antimicrobial-resistance risk.,codex-cli-task5-fix3-reader-a-019f8284-51b2-7a61-afd5-a78066b65bef,W01-BATCH-036,
PMID:41151386,18338ae8279f872fb35a4498bdc0497bbdff7d573e8b4122007fc03cd674b14d,include_applied_seed,applied_seed,I_APPLIED_TRANSFERABLE_DESIGN,This study applies open-source intelligence surveillance to map infectious-disease signals around major flooding.,codex-cli-task5-fix3-reader-a-019f8284-51b2-7a61-afd5-a78066b65bef,W01-BATCH-036,
PMID:41152274,fa822d415917200e2ef1ebcf2ae90f2dc63d85a348ab4d25de01b395b6a9ec6b,include_diagnostic_or_correction_lead,correction,I_DIAGNOSTIC_CORRECTION,This published erratum supplies bibliographic correction information for a vaccination-program evaluation article.,codex-cli-task5-fix3-reader-a-019f8284-51b2-7a61-afd5-a78066b65bef,W01-BATCH-036,
PMID:41153335,fd3e85d511789cf1c0055a5d792b131bfd3910857cb633e297c6f3aa83db4b0a,include_applied_seed,applied_seed,I_APPLIED_TRANSFERABLE_DESIGN,This study evaluates a scalable saliva-based surveillance design for outbreak detection and genomic tracking.,codex-cli-task5-fix3-blind-019f82aa-9e7b-7180-bc24-d230938ebe65,W01-BATCH-036,
PMID:41172858,8f5fc9d113c39ef5802cc08e7daa66b5c10194ce58195290de5d246d4da909c2,exclude,,X_NOT_INFECTIOUS_TRANSFERABLE,This ecotoxicology study models chemical aquatic risk without an infectious-disease method or transfer route.,codex-cli-task5-fix3-reader-a-019f8284-51b2-7a61-afd5-a78066b65bef,W01-BATCH-036,
PMID:41180546,375733671ecb14070c6c84186cce6fdeb83f874f95d7c1f0cae47d550f950eaf,include_applied_seed,applied_seed,I_APPLIED_TRANSFERABLE_DESIGN,This study applies deterministic and stochastic models to estimate farm-level reproduction numbers for swine fever.,codex-cli-task5-fix3-reader-a-019f8284-51b2-7a61-afd5-a78066b65bef,W01-BATCH-036,
