candidate_key,source_row_sha256,primary_decision,primary_proposed_record_type,primary_reason_code,primary_reason,primary_reviewer,batch_id,retained_candidate_key
PMID:32702058,505652502813d9ada4a97bf08a49eed6f0aec2a66dae6569d906a8e95a972770,include_diagnostic_or_correction_lead,correction,I_DIAGNOSTIC_CORRECTION,This published erratum supplies bibliographic correction information for a specified HIV and STI article.,codex-cli-task5-fix3-reader-a-019f8272-0099-7902-a3bc-32c88cf14264,W01-BATCH-012,
PMID:32760523,a0ede5e75d84db2cf950fd915178be7306bf97550c38b11beb1c129d5fbc5f2c,include_simulation_or_mechanistic_lead,method_source,I_SIMULATION_MECHANISTIC,This simulation study evaluates when Bayesian latent classes improve or bias disease-prevalence and test-accuracy estimates.,codex-cli-task5-fix3-reader-a-019f8272-0099-7902-a3bc-32c88cf14264,W01-BATCH-012,
PMID:32761073,6139849a6a75e751e359a4d54161232b2b7d89ce3254ed4728bb19d047ff14ce,include_diagnostic_or_correction_lead,guidance,I_DIAGNOSTIC_CORRECTION,This editorial centrally addresses clear reporting requirements for latent class analysis methods.,codex-cli-task5-fix3-reader-a-019f8272-0099-7902-a3bc-32c88cf14264,W01-BATCH-012,
PMID:32761083,7904ed2d653db7a737477224b8b6b74c26565d5da0e7c7ee4a4c3651ad7de2d9,include_diagnostic_or_correction_lead,diagnostic,I_DIAGNOSTIC_CORRECTION,This study uses Bayesian latent classes to compare latent-tuberculosis test performance and thresholds.,codex-cli-task5-fix3-reader-a-019f8272-0099-7902-a3bc-32c88cf14264,W01-BATCH-012,
PMID:32764760,c54447be6b2d9121a4e1c042f73393bc737dec0e3863cb9937ae5a0ed277c5cc,exclude,,X_NOT_INFECTIOUS_TRANSFERABLE,This study estimates dietary and activity associations with adiposity and does not provide a concrete infectious-disease transfer route.,codex-semantic-primary-012,W01-BATCH-012,
PMID:32766826,777e7588397a7bf897a5e97a145b446a505115a8318e6528eb9a6d0a0096ac1b,include_diagnostic_or_correction_lead,diagnostic,I_DIAGNOSTIC_CORRECTION,This study uses latent class analysis to estimate Chagas assay accuracy across source populations.,codex-cli-task5-fix3-reader-a-019f8272-0099-7902-a3bc-32c88cf14264,W01-BATCH-012,
PMID:32810594,c369514b523d839a1754dbd92c1417a332d95ec651a6801aaf99adf136047f09,include_applied_seed,applied_seed,I_APPLIED_TRANSFERABLE_DESIGN,This study applies population-level latent class analysis to identify epidemiologically meaningful service-need profiles among people diagnosed with hepatitis C.,codex-cli-task5-fix3-reader-a-019f82a5-db6e-7e42-8121-b84f511ab93c,W01-BATCH-012,
PMID:32818420,38b3695fdcce48ebf5d9d29ef349a7545709fa45bab3b6733296610b9fbaf016,include_applied_seed,applied_seed,I_APPLIED_TRANSFERABLE_DESIGN,This study applies latent class analysis to characterize outbreak information-access patterns relevant to infectious-disease risk communication planning.,codex-cli-task5-fix3-reader-a-019f82a5-db6e-7e42-8121-b84f511ab93c,W01-BATCH-012,
PMID:32819360,5e1e0dc6c2e25c56ffc1743cd73f0ab022eb18384af660c908f15b3ec30964dc,include_applied_seed,applied_seed,I_APPLIED_TRANSFERABLE_DESIGN,"This study describes a transferable sentinel-surveillance architecture integrating routine records, performance measures, multilevel reporting, and quality improvement.",codex-cli-task5-fix3-reader-a-019f82a5-db6e-7e42-8121-b84f511ab93c,W01-BATCH-012,
PMID:32838815,4e139a6b5e5d96b10fe5dddc3d8931cd457e4111befc832add6f4f117a99f9d6,include_diagnostic_or_correction_lead,guidance,I_DIAGNOSTIC_CORRECTION,"This paper provides a sentinel-surveillance roadmap for early screening, diagnosis, referral, and isolation of suspected emerging-infection cases.",codex-cli-task5-fix3-reader-a-019f82a5-db6e-7e42-8121-b84f511ab93c,W01-BATCH-012,
PMID:32861826,31c45ff15610cff94bd651e9d1c8974f5d405ac30ff57d86143422f3ef8e3eac,include_applied_seed,applied_seed,I_APPLIED_TRANSFERABLE_DESIGN,This study applies latent class analysis to identify heterogeneous maternal and pediatric subgroups at risk of under-immunization in India.,codex-cli-task5-fix3-reader-a-019f82a5-db6e-7e42-8121-b84f511ab93c,W01-BATCH-012,
PMID:32908947,749a0cdb7a4dc576cd3b408b0ca86dac0247fb41fc6bdfc3d9e3d97c74ba1f33,include_simulation_or_mechanistic_lead,method_source,I_SIMULATION_MECHANISTIC,This study develops and simulation-evaluates a preferential-sampling phylodynamic estimator that accommodates time-varying dependence between sampling and pathogen diversity.,codex-cli-task5-fix3-reader-a-019f82a5-db6e-7e42-8121-b84f511ab93c,W01-BATCH-012,
PMID:32914747,59d31d0a515ee2b46b23ca05b118d5914e3083df77018bb499a64438b6d9874a,include_applied_seed,applied_seed,I_APPLIED_TRANSFERABLE_DESIGN,This study applies stratified capture-recapture log-linear modelling to estimate malaria mortality and quantify surveillance-system completeness.,codex-cli-task5-fix3-reader-a-019f82a5-db6e-7e42-8121-b84f511ab93c,W01-BATCH-012,
PMID:32985425,c1906573748c2066bd74a66401c3fc35380c995b706494eee988c1607f876fa8,include_diagnostic_or_correction_lead,diagnostic,I_DIAGNOSTIC_CORRECTION,The study directly diagnoses selective nonparticipation bias and resulting HIV-prevalence underestimation in sentinel surveillance.,codex-cli-task5-fix3-reader-a-019f8272-408a-78e3-81e1-77fbe2a1f669,W01-BATCH-012,
PMID:32985772,5a7ebd204f4025ccc4b85d5a403c9e73500b19a068514c5d76ccdeb133844498,include_applied_seed,applied_seed,I_APPLIED_TRANSFERABLE_DESIGN,The study applies latent class analysis to identify geographically varying HIV risk profiles for targeted intervention planning.,codex-cli-task5-fix3-reader-a-019f8272-408a-78e3-81e1-77fbe2a1f669,W01-BATCH-012,
PMID:33007020,fe087117d479e34f075df7b0626eb677f4110acf6683c33d6e6424dbf68bb39c,exclude,,X_NOT_INFECTIOUS_TRANSFERABLE,This study clusters pandemic-related perceptions and mental-health outcomes without analyzing an infectious outcome or a concrete transfer route.,codex-semantic-primary-012,W01-BATCH-012,
PMID:33028377,861113fefeb1a6951bb56b2009ef9c7e47ea5d3c9b52a8811eab731973cc31b6,include_applied_seed,applied_seed,I_APPLIED_TRANSFERABLE_DESIGN,The study applies latent class analysis to identify reproducible clinical and viral-aetiological bronchiolitis profiles.,codex-cli-task5-fix3-reader-a-019f8272-408a-78e3-81e1-77fbe2a1f669,W01-BATCH-012,
PMID:33040322,403dbdfa80ef2483634254ed57bbd0edce2fa757207fbab539aecdb7ddd97470,include_diagnostic_or_correction_lead,diagnostic,I_DIAGNOSTIC_CORRECTION,The study uses Bayesian latent classes without a gold standard to estimate screening-test accuracy and true infection prevalence.,codex-cli-task5-fix3-reader-a-019f8272-408a-78e3-81e1-77fbe2a1f669,W01-BATCH-012,
PMID:33049520,3c7ba1e2bcb894acfffe1ed5e2e6109493ecc3a1a05e5adc2ebb6c53c53d5d89,exclude,,X_NOT_INFECTIOUS_TRANSFERABLE,This capture-recapture study estimates opioid use disorder prevalence without a concrete infectious-disease application.,codex-semantic-primary-012,W01-BATCH-012,
PMID:33053174,13af5211d492f58a470c0adb5311e2e52fac5609d44a3ec975cfc2f9c6756ed8,include_diagnostic_or_correction_lead,diagnostic,I_DIAGNOSTIC_CORRECTION,The study develops gold-standard-free latent class models and platform-specific probability zones for diagnosing Clostridioides difficile infection.,codex-cli-task5-fix3-reader-a-019f8272-408a-78e3-81e1-77fbe2a1f669,W01-BATCH-012,
PMID:33068528,efb091fdc36fc05efbeceabf6fb9483f11563cc4fff72fafa34055cad227c472,include_applied_seed,applied_seed,I_APPLIED_TRANSFERABLE_DESIGN,"The study applies Bayesian latent class synthesis to estimate unobserved vertical transmission, attributable outcomes, and diagnostic sensitivity.",codex-cli-task5-fix3-reader-a-019f8272-408a-78e3-81e1-77fbe2a1f669,W01-BATCH-012,
PMID:33079036,5b27a39bc0795953f013d5be90ce9433e286f92d5e689f75af032236af19b33c,include_method_source_lead,method_source,I_METHOD_SOURCE,The study prospectively evaluates a local influenza nowcasting method across ten years and multiple performance targets.,codex-cli-task5-fix3-reader-a-019f8272-408a-78e3-81e1-77fbe2a1f669,W01-BATCH-012,
PMID:33091066,072c69ed48c5e63526bbfcf5d6c95a0a05f680c6b6f586acb3caaaaa3ad5e321,include_applied_seed,applied_seed,I_APPLIED_TRANSFERABLE_DESIGN,"The study applies time-lapse genomic surveillance and haplotype analysis to infer SARS-CoV-2 introductions, expansion, and community spread.",codex-cli-task5-fix3-reader-a-019f8272-408a-78e3-81e1-77fbe2a1f669,W01-BATCH-012,
PMID:33094718,ba702e20340f35b364dcdbe88deb2667c7e50688ee2abc4d4156cebda8b0e057,exclude,,X_DESCRIPTIVE_ONLY,This case report describes one zoonotic influenza infection and its laboratory characterization without a transferable design contribution.,codex-semantic-primary-012,W01-BATCH-012,
PMID:33105396,d0c469eb81ffaa46fe2643de1dffcc27180f103a868178726b1ddacbd7f5e097,include_applied_seed,applied_seed,I_APPLIED_TRANSFERABLE_DESIGN,The study applies latent class analysis to identify distinct HIV-care disruption profiles associated with current engagement status.,codex-cli-task5-fix3-reader-a-019f8272-408a-78e3-81e1-77fbe2a1f669,W01-BATCH-012,
PMID:33115464,d1d5bb2b82a3d98b18f2a2297b7e5bb03995a0f401b8ad8b692e4a50e90addbc,exclude,,X_DESCRIPTIVE_ONLY,This sentinel-network analysis reports condom-use trends and regression associations without a transferable surveillance or design innovation.,codex-semantic-primary-012,W01-BATCH-012,
PMID:33119803,c5b02a772a17fa22cb9f37b6baf05097f049dffce0080be7952896f79ec70042,include_diagnostic_or_correction_lead,diagnostic,I_DIAGNOSTIC_CORRECTION,This study develops and internally validates a congenital-rubella prediction nomogram.,codex-cli-task5-fix3-reader-a-019f829d-2d7e-7491-b544-322f9274fdc7,W01-BATCH-012,
PMID:33124552,d64c1080fdaef591dce149024741860bd40375ac9655f39b1e8fd6dd74dcc047,include_applied_seed,applied_seed,I_APPLIED_TRANSFERABLE_DESIGN,This longitudinal surveillance analysis evaluates community HIV point-of-care testing implementation.,codex-cli-task5-fix3-reader-a-019f829d-2d7e-7491-b544-322f9274fdc7,W01-BATCH-012,
PMID:33137172,415401ed25304f9754cfd34de4b924a6f141146f1080faf917085b357fec1e08,include_applied_seed,applied_seed,I_APPLIED_TRANSFERABLE_DESIGN,This study applies Bayesian latent-class analysis to estimate tuberculosis infection prevalence.,codex-cli-task5-fix3-reader-a-019f829d-2d7e-7491-b544-322f9274fdc7,W01-BATCH-012,
PMID:33147841,b5430067a64efdc907fdbff4b46a549bee65fedb7816abe5e15b81c72b62603c,include_applied_seed,applied_seed,I_APPLIED_TRANSFERABLE_DESIGN,This pooled multisite analysis estimates pathogen-specific household exposure associations.,codex-cli-task5-fix3-reader-a-019f829d-2d7e-7491-b544-322f9274fdc7,W01-BATCH-012,
PMID:33151162,fd162fcc27b3718cde4654baecc94d673dc7d66ae98b588779fa6f7bb5173de8,include_method_source_lead,method_source,I_METHOD_SOURCE,This study develops and evaluates search-based nowcasting models for STI surveillance.,codex-cli-task5-fix3-reader-a-019f829d-2d7e-7491-b544-322f9274fdc7,W01-BATCH-012,
PMID:33173888,cf1d6c07b047486fda34dce4cf87084853fb6dd055406990a66a6cfee8e27529,include_applied_seed,applied_seed,I_APPLIED_TRANSFERABLE_DESIGN,This study applies capture-recapture methods to improve influenza hospitalization incidence estimates.,codex-cli-task5-fix3-reader-a-019f829d-2d7e-7491-b544-322f9274fdc7,W01-BATCH-012,
PMID:33186360,dd6a8d088d1b462bf27b801c6a4a2e1b8e726554de59e8072c31fcd5757910c4,exclude,,X_DESCRIPTIVE_ONLY,This repeated sentinel survey reports syphilis and HIV prevalence trends and standard regression risk factors without a reusable methodological contribution.,codex-semantic-primary-012,W01-BATCH-012,
PMID:33196552,ca3b0147c13de69ea0440f5206c4ccdb5b1ae1d55606c6e1ba049b80ce01e7a3,include_applied_seed,applied_seed,I_APPLIED_TRANSFERABLE_DESIGN,This latent-class analysis identifies relationship typologies associated with HIV prevention uptake.,codex-cli-task5-fix3-reader-a-019f829d-2d7e-7491-b544-322f9274fdc7,W01-BATCH-012,
PMID:33211202,0042c062bc605f2382ef8ce3b71e9a69e55799be555fdb9674ed0634d8ba75c6,include_applied_seed,applied_seed,I_APPLIED_TRANSFERABLE_DESIGN,This study applies capture-recapture estimators to quantify underreported livestock outbreaks.,codex-cli-task5-fix3-reader-a-019f829d-2d7e-7491-b544-322f9274fdc7,W01-BATCH-012,
PMID:33215765,332c697b7e0a0926859f76ac3241e99cccda34886895ff032e81a42e06cf2687,include_method_source_lead,method_source,I_METHOD_SOURCE,This study develops a spatial nowcasting model for fatal COVID-19 infections.,codex-cli-task5-fix3-reader-a-019f829d-2d7e-7491-b544-322f9274fdc7,W01-BATCH-012,
PMID:33216244,c1c16e872695b7b1fae275de68945e266598d5dbb3f81e46e4f0c0f926536654,include_applied_seed,applied_seed,I_APPLIED_TRANSFERABLE_DESIGN,This latent-class analysis identifies provider groups requiring tailored HIV prevention interventions.,codex-cli-task5-fix3-reader-a-019f829d-2d7e-7491-b544-322f9274fdc7,W01-BATCH-012,
PMID:33229064,74571bd799e43f9abd4feecd60c804758c319bf4ad310915248f9125eab9ab31,include_diagnostic_or_correction_lead,diagnostic,I_DIAGNOSTIC_CORRECTION,This Bayesian latent-class analysis estimates accuracy of combined paratuberculosis tests.,codex-cli-task5-fix3-reader-a-019f829d-2d7e-7491-b544-322f9274fdc7,W01-BATCH-012,
PMID:33244882,9e7c9b5718d35b5aabf748e5169622422e6b8992b6683c9512dbdf064c6d44d2,exclude,,X_NOT_INFECTIOUS_TRANSFERABLE,This latent-class study concerns cardiomyopathy phenotypes and provides no concrete infectious-disease transfer route.,codex-semantic-primary-012,W01-BATCH-012,
PMID:33247918,8140c2a42629e32bfa0bab4cdc3d5850319d6d594e9ed4b6591210a24ac03b1f,include_applied_seed,applied_seed,I_APPLIED_TRANSFERABLE_DESIGN,This latent-class analysis derives clinically meaningful infectious-disease outcome groups.,codex-cli-task5-fix3-reader-a-019f829d-2d7e-7491-b544-322f9274fdc7,W01-BATCH-012,
PMID:33258177,eeaa11c0b0e07c261c8f34d39e29318e8e5c22b8f5fd70e9c284e7b9ba7225aa,include_simulation_or_mechanistic_lead,method_source,I_SIMULATION_MECHANISTIC,This study extends and evaluates a Bayesian reporting-delay nowcasting method.,codex-cli-task5-fix3-reader-a-019f829d-2d7e-7491-b544-322f9274fdc7,W01-BATCH-012,
PMID:33261716,e34cf827cb1513b2f3d67c4072da28857bbe166ed852aa3ecc149b558007a02f,include_applied_seed,applied_seed,I_APPLIED_TRANSFERABLE_DESIGN,This random-sampling study applies latent-class analysis to estimate infection prevalence.,codex-cli-task5-fix3-reader-a-019f829d-2d7e-7491-b544-322f9274fdc7,W01-BATCH-012,
PMID:33295380,55c9f1f3d7d88fcf2cc616123efa06abd29fa561e8558875c3c2700949341cc7,include_diagnostic_or_correction_lead,diagnostic,I_DIAGNOSTIC_CORRECTION,This Bayesian latent-class evaluation estimates accuracy of canine leishmaniasis tests.,codex-cli-task5-fix3-reader-a-019f829d-2d7e-7491-b544-322f9274fdc7,W01-BATCH-012,
PMID:33310486,b5bb11fdb837a8c2cff4bb3ba24a289d5ffeeb3f17e28f1653d1ef2103f59b66,exclude,,X_NOT_INFECTIOUS_TRANSFERABLE,"This study estimates injecting-drug-use population size without an infectious outcome, despite noting service implications for hepatitis C.",codex-semantic-primary-012,W01-BATCH-012,
PMID:33315999,1ee94a06030c0d0c9f3930d3c260d7c4fa90a4dfa3e06f991dff5219b4d8068f,include_applied_seed,applied_seed,I_APPLIED_TRANSFERABLE_DESIGN,This study implements standardized sentinel-site selection and sampling for national Lyme disease surveillance.,codex-cli-task5-fix3-reader-a-019f8274-92a7-7dc1-8b01-a1699098cc43,W01-BATCH-012,
PMID:33316009,b00720ad22b5deea465c7de50d76b755a255e7d78f458a6c16c9c4d877f28272,include_applied_seed,applied_seed,I_APPLIED_TRANSFERABLE_DESIGN,This latent class analysis identifies transferable patterns of co-occurring HIV transmission risks among prisoners.,codex-cli-task5-fix3-reader-a-019f8274-92a7-7dc1-8b01-a1699098cc43,W01-BATCH-012,
PMID:33380417,00a029927dd2577ce77c2fa1d6b635aa4421743e6749a8c44e04ba0c510749b3,include_diagnostic_or_correction_lead,guidance,I_DIAGNOSTIC_CORRECTION,This article provides best-practice guidance for adapting sentinel surveillance to COVID-19 tracking.,codex-cli-task5-fix3-reader-a-019f8274-92a7-7dc1-8b01-a1699098cc43,W01-BATCH-012,
PMID:33382863,281f1f3e0075a94269352a24b6d495f435346c67b7a20fb319842c9700e2add0,include_diagnostic_or_correction_lead,diagnostic,I_DIAGNOSTIC_CORRECTION,This study reevaluates diagnostic accuracy using Bayesian latent classes without assuming a perfect reference standard.,codex-cli-task5-fix3-reader-a-019f8274-92a7-7dc1-8b01-a1699098cc43,W01-BATCH-012,
PMID:33390650,132460db424b1159501bb2c52dd4b0b0de1fd0b4ddc77ef67d8e5270799a2b4b,include_applied_seed,applied_seed,I_APPLIED_TRANSFERABLE_DESIGN,This study compares sampling matrices for pathogen and resistance surveillance in poultry.,codex-cli-task5-fix3-blind-019f82aa-9d39-7b53-b023-97f0f38d59fb,W01-BATCH-012,
PMID:33397322,1024cb2d1e571501cc9d594c49ae3a7c4cf2482a6939ac59d3c09709a17457a2,include_applied_seed,applied_seed,I_APPLIED_TRANSFERABLE_DESIGN,This capture-recapture application estimates infection-registry coverage and surgical-site infection underreporting.,codex-cli-task5-fix3-reader-a-019f8274-92a7-7dc1-8b01-a1699098cc43,W01-BATCH-012,
PMID:33406053,2a39d8f827f39e213b0a642329344d4f2f096d3ca641efc73bf9c575c30e6b42,include_method_source_lead,method_source,I_METHOD_SOURCE,This evaluation identifies implementation choices that improve Bayesian nowcasting of delayed surveillance reports.,codex-cli-task5-fix3-reader-a-019f8274-92a7-7dc1-8b01-a1699098cc43,W01-BATCH-012,
PMID:33428331,a8dc0ddde84a5a8d673789b4b29b71235aaba771a290e7baae18d044a45a6cc8,include_applied_seed,applied_seed,I_APPLIED_TRANSFERABLE_DESIGN,This study establishes genomic sentinel surveillance and evaluates resistance prediction and cluster detection.,codex-cli-task5-fix3-reader-a-019f8274-92a7-7dc1-8b01-a1699098cc43,W01-BATCH-012,
PMID:33471241,3e648038eb0cb7f611f0f9e47a2cf68a617731b02fa70e451e7651b24d2449da,include_applied_seed,applied_seed,I_APPLIED_TRANSFERABLE_DESIGN,This study applies latent class analysis to identify syndemic profiles associated with sustained HIV suppression.,codex-cli-task5-fix3-reader-a-019f8274-c526-77a2-84e9-1af0c83895c1,W01-BATCH-012,
PMID:33483851,f08db908d2ec9e81cb9b64dfc8c1030f96f9c31c1244d7263ac11e5838782c51,include_applied_seed,applied_seed,I_APPLIED_TRANSFERABLE_DESIGN,This study applies latent class analysis to characterize syndemic patterns predicting HIV-risk behavior.,codex-cli-task5-fix3-reader-a-019f8274-c526-77a2-84e9-1af0c83895c1,W01-BATCH-012,
PMID:33539357,23bd555e811c5fe634d25e4331f59e60c46b91d50a94b5f9a2fc71af63fcbbf6,include_simulation_or_mechanistic_lead,method_source,I_SIMULATION_MECHANISTIC,This study evaluates latent-class diagnostic estimators through infectious-disease datasets and extensive simulation experiments.,codex-cli-task5-fix3-reader-a-019f8274-c526-77a2-84e9-1af0c83895c1,W01-BATCH-012,
PMID:33539393,4bb079e51742769425639ae1a68fd5e879da526e85b9a73748099fe691404d20,include_applied_seed,applied_seed,I_APPLIED_TRANSFERABLE_DESIGN,This study applies capture-recapture and misclassification correction to estimate arbovirus surveillance underreporting.,codex-cli-task5-fix3-reader-a-019f8274-c526-77a2-84e9-1af0c83895c1,W01-BATCH-012,
PMID:33553085,faae28449f63150be0ab7729d52212f8442f9596e72828f8c6f2aa89e1708c91,include_simulation_or_mechanistic_lead,applied_seed,I_SIMULATION_MECHANISTIC,This study applies an SEIR simulator to nowcast infections and forecast healthcare demand under interventions.,codex-cli-task5-fix3-reader-a-019f8274-c526-77a2-84e9-1af0c83895c1,W01-BATCH-012,
PMID:33555949,44ef70ec96eedb2a9fa8bf8c75aa966f4fc25e4ff1388e27e6a9c848d4e28667,include_diagnostic_or_correction_lead,correction,I_DIAGNOSTIC_CORRECTION,This corrigendum is an eligible standalone notice supplying bibliographic correction information for another article.,codex-cli-task5-fix3-reader-a-019f8274-c526-77a2-84e9-1af0c83895c1,W01-BATCH-012,
PMID:33559789,6e0e796b4fc7bf2d734c42d40f88c11791a884ae70250ac9eda1fab26879bd02,exclude,,X_DESCRIPTIVE_ONLY,This clinical phenotype study describes COVID-19 headaches without a transferable epidemiological contribution.,codex-cli-task5-fix3-reader-a-019f8274-c526-77a2-84e9-1af0c83895c1,W01-BATCH-012,
PMID:33579561,657f25a2938ea19083a09352b0bd2254e79bf49126a799125a174ca5727a8b5f,include_method_source_lead,method_source,I_METHOD_SOURCE,This study evaluates newspaper obituaries as a timely alternative estimator for epidemic mortality nowcasting.,codex-cli-task5-fix3-reader-a-019f8274-c526-77a2-84e9-1af0c83895c1,W01-BATCH-012,
PMID:33588436,7b37f7e66aa151b029d6dd1b7af837a29a7081e3c0ba042051a3cd767199605e,exclude,,X_DESCRIPTIVE_ONLY,This immunological association study describes within-host responses without a transferable epidemiological contribution.,codex-cli-task5-fix3-reader-a-019f8274-c526-77a2-84e9-1af0c83895c1,W01-BATCH-012,
PMID:33640378,1cd473ef7f755b1c9509e48c4c693a488c2cda581c51c9be1ca5e7c6a93de0da,include_applied_seed,applied_seed,I_APPLIED_TRANSFERABLE_DESIGN,This study applies latent class analysis and independent validation to identify transferable COVID-19 clinical phenotypes.,codex-cli-task5-fix3-reader-a-019f8274-fd69-7da0-8bd9-34c3416f51a3,W01-BATCH-012,
PMID:33672583,2c51bd4ec1585e2d163d1b2337dd65b18f5547f2da904b2ec9dc4275cdeb4273,include_diagnostic_or_correction_lead,diagnostic,I_DIAGNOSTIC_CORRECTION,This study develops a non-invasive surveillance assay and estimates its diagnostic performance using capture-recapture models.,codex-cli-task5-fix3-reader-a-019f8274-fd69-7da0-8bd9-34c3416f51a3,W01-BATCH-012,
