candidate_key,source_row_sha256,primary_decision,primary_proposed_record_type,primary_reason_code,primary_reason,primary_reviewer,batch_id,retained_candidate_key
PMID:37650763,43bd40791bfd698b4d29b6ec3c0b12827192ea3266cd20c4a1a4527298bba101,include_simulation_or_mechanistic_lead,applied_seed,I_SIMULATION_MECHANISTIC,The state-transition microsimulation compares tuberculosis screening and preventive-treatment timing strategies for people entering HIV care.,codex-cli-task5-fix3-reader-a-019f8293-04d4-7000-acb0-239678930877,W02-BATCH-023,
PMID:37703345,67b476035d87ab0c7d0f08c999df8f7e7f5d12781a4bd79db2605898c2980c82,include_simulation_or_mechanistic_lead,applied_seed,I_SIMULATION_MECHANISTIC,"The study adapts a hepatitis C microsimulation to compare elimination strategies, epidemiological outcomes, and health-system costs.",codex-cli-task5-fix3-reader-a-019f8293-04d4-7000-acb0-239678930877,W02-BATCH-023,
PMID:37730574,c1cdc2fd36bbc5be9fb2748cffc3ef76de72e58e162db7fbe2db72e17733dba5,include_simulation_or_mechanistic_lead,method_source,I_SIMULATION_MECHANISTIC,The study develops a spatial microsimulation approach for small-area estimation and socioeconomic disaggregation of HIV indicators.,codex-cli-task5-fix3-reader-a-019f8293-04d4-7000-acb0-239678930877,W02-BATCH-023,
PMID:37963069,791afd2b4c635852cff810c470ab841f7c573b279f4d44ac6d73c8bc9c1cde29,include_simulation_or_mechanistic_lead,applied_seed,I_SIMULATION_MECHANISTIC,"This applied HIV microsimulation compares telehealth, usual care, and treatment-interruption scenarios for young people.",codex-cli-task5-fix3-reader-a-019f8293-2ac7-7981-9605-77356569ce26,W02-BATCH-023,
PMID:37995417,c0a29e06cd827a70d0b0d6e2f37c1d5ed68010427d2b9cb819c949b8a1c34706,include_simulation_or_mechanistic_lead,applied_seed,I_SIMULATION_MECHANISTIC,This applied microsimulation estimates the cost utility and uncertainty of COVID-19 antiviral treatment policies.,codex-cli-task5-fix3-reader-a-019f8293-2ac7-7981-9605-77356569ce26,W02-BATCH-023,
PMID:38015507,2c8ecdcd7991b19c313c87ece86093dd8002c565a8b4c75342fd78fd1ef1bf81,include_simulation_or_mechanistic_lead,applied_seed,I_SIMULATION_MECHANISTIC,This applied microsimulation projects life-expectancy consequences of equity-centered HIV care policies across racial groups.,codex-cli-task5-fix3-reader-a-019f8293-2ac7-7981-9605-77356569ce26,W02-BATCH-023,
PMID:38053386,e826d8c19598f382e52d5d73d08931c2cfdfd3d181e7dec847b54b19bd436f02,include_simulation_or_mechanistic_lead,applied_seed,I_SIMULATION_MECHANISTIC,This longitudinal microsimulation models how changing age and household structures shape infectious-disease transmission.,codex-cli-task5-fix3-reader-a-019f8293-2ac7-7981-9605-77356569ce26,W02-BATCH-023,
PMID:38097300,e460a295c2e8a2bd6b5a2c4e05191e827b59bfc52a97a319e2e5da94ddfe2862,include_simulation_or_mechanistic_lead,applied_seed,I_SIMULATION_MECHANISTIC,"This HBV microsimulation compares treatment-eligibility policies using effectiveness, cost-effectiveness, budget, and uncertainty outcomes.",codex-cli-task5-fix3-reader-a-019f8293-2ac7-7981-9605-77356569ce26,W02-BATCH-023,
PMID:38105744,fe0de001065e7c1ef2ea2095e4f69a6827cf22d1356289b5d75b20d3345be0c0,include_simulation_or_mechanistic_lead,applied_seed,I_SIMULATION_MECHANISTIC,This sepsis study uses survival and patient-level simulation models to compare resuscitation-fluid decisions and uncertainty.,codex-cli-task5-fix3-reader-a-019f8293-2ac7-7981-9605-77356569ce26,W02-BATCH-023,
PMID:38353949,50732920bebcf16465144fac48ef054faa80082d429df769e15d2d93665d2615,exclude,,X_NOT_INFECTIOUS_TRANSFERABLE,This microsimulation concerns hereditary breast and ovarian cancer testing and identifies no concrete transfer route to infectious-disease epidemiology.,codex-sol-high-wave2-primary-023,W02-BATCH-023,
PMID:38358037,079ebef2ec68c1f28acf91b5206426acc052258817472a3a2b578e9e63e67155,include_simulation_or_mechanistic_lead,applied_seed,I_SIMULATION_MECHANISTIC,This decision-tree microsimulation estimates economically justifiable prices for an RSV preventive intervention under alternative thresholds.,codex-cli-task5-fix3-reader-a-019f8293-2ac7-7981-9605-77356569ce26,W02-BATCH-023,
PMID:38369294,29243211432ce9785a3585d7444c513933d61f0130f523d274a04728dd48e6e4,include_simulation_or_mechanistic_lead,applied_seed,I_SIMULATION_MECHANISTIC,This HIV microsimulation compares current and guideline-concordant care scenarios across gender and sexual-orientation groups.,codex-cli-task5-fix3-reader-a-019f8293-2ac7-7981-9605-77356569ce26,W02-BATCH-023,
PMID:38404421,d0457d57c3da9436bce53bf5bf6e6f71a7f2354ff5ba02da2ffc51e964388494,include_simulation_or_mechanistic_lead,applied_seed,I_SIMULATION_MECHANISTIC,"An age-specific microsimulation compares HPV vaccination and screening strategies through costs, health outcomes, and uncertainty analyses.",codex-cli-task5-fix3-reader-a-019f8293-6ad6-7463-a19a-a970401200aa,W02-BATCH-023,
PMID:38448400,69d39eeee9dfcaa26ff00a25a82fa8fb587a9e5a1aa37859f9f2ed975b8c3189,include_simulation_or_mechanistic_lead,applied_seed,I_SIMULATION_MECHANISTIC,A surveillance-calibrated microsimulation compares booster frequencies across risk groups while representing waning immunity and variant emergence.,codex-cli-task5-fix3-reader-a-019f8293-6ad6-7463-a19a-a970401200aa,W02-BATCH-023,
PMID:38492923,d875ec38bd756b4bc0be91af26d111589f10e717fbd5f9c3b0a6fb4f6a6dace5,include_simulation_or_mechanistic_lead,applied_seed,I_SIMULATION_MECHANISTIC,"A microsimulation evaluates hepatitis C elimination strategies, epidemic outcomes, feasibility, costs, and preventable mortality in Rwanda.",codex-cli-task5-fix3-reader-a-019f8293-6ad6-7463-a19a-a970401200aa,W02-BATCH-023,
PMID:38691049,d3d723aa92b5196abe406715aaf5ed343e8693db2cd6bb141c08b63db56d09a4,include_simulation_or_mechanistic_lead,applied_seed,I_SIMULATION_MECHANISTIC,An agent-based microsimulation compares funded and counterfactual HIV-service scenarios using explicit longitudinal health-equity outcomes.,codex-cli-task5-fix3-reader-a-019f8293-6ad6-7463-a19a-a970401200aa,W02-BATCH-023,
PMID:38728022,8388c49bd3be64ddb2eff7f11a0a15261f09d4a7fca48fb236ca9ad1f38c7a2e,include_simulation_or_mechanistic_lead,applied_seed,I_SIMULATION_MECHANISTIC,A state-transition microsimulation projects life expectancy under current and ideal HIV-care scenarios for adolescent populations.,codex-cli-task5-fix3-reader-a-019f8293-6ad6-7463-a19a-a970401200aa,W02-BATCH-023,
PMID:38824739,4d4cadd2e52cc57f40fefc616120ab099b33d2689dec339932b9affcd4db6d2a,include_simulation_or_mechanistic_lead,applied_seed,I_SIMULATION_MECHANISTIC,A trial-informed microsimulation compares near-patient and standard sexually transmitted infection testing strategies through costs and sensitivity analyses.,codex-cli-task5-fix3-reader-a-019f8293-6ad6-7463-a19a-a970401200aa,W02-BATCH-023,
PMID:38830680,1d06b8cf9db0e28eca73e859be6aae28634491e343ca884d2ebcadd02c075f3e,include_simulation_or_mechanistic_lead,applied_seed,I_SIMULATION_MECHANISTIC,"A microsimulation representing HPV transmission and cervical-cancer natural history compares vaccination, screening, and follow-up strategies.",codex-cli-task5-fix3-reader-a-019f8293-6ad6-7463-a19a-a970401200aa,W02-BATCH-023,
PMID:38866043,43e42b4a69ba2da4c295cb876445662bc1ead15b292f452503c2c02527ce2e17,exclude,,X_NOT_INFECTIOUS_TRANSFERABLE,This microsimulation evaluates genetic testing and targeted therapy for ovarian and breast cancer without a concrete infectious-disease transfer route.,codex-sol-high-wave2-primary-023,W02-BATCH-023,
PMID:38915130,a145614dad0afb84a0651757582f9371df31b3377423eb59cdd91c3c09783b03,include_simulation_or_mechanistic_lead,applied_seed,I_SIMULATION_MECHANISTIC,This applied transmission microsimulation informs rapid selection of COVID-19 interventions for a randomized implementation trial.,codex-cli-task5-fix3-reader-a-019f8293-968e-70d1-9f40-b1106d47f008,W02-BATCH-023,
PMID:38924347,551b3c3d501027c5faec2ea043e4b3272617a2e92e5d7ca25a16ea88382e70fb,exclude,,X_DESCRIPTIVE_ONLY,This microsimulation estimates smoking-related life expectancy rather than an eligible infectious-process or methodological simulation contribution.,codex-cli-task5-fix3-reader-a-019f8293-968e-70d1-9f40-b1106d47f008,W02-BATCH-023,
PMID:38943164,f6ea905c7c79a16ffa1cd2e43831f45dee7b39d11dc859c6c7a1d3d461687744,include_simulation_or_mechanistic_lead,applied_seed,I_SIMULATION_MECHANISTIC,"This individual-level microsimulation evaluates infectious morbidity, mortality, utilization, and cost consequences of needle programs.",codex-cli-task5-fix3-reader-a-019f8293-968e-70d1-9f40-b1106d47f008,W02-BATCH-023,
PMID:39108224,e9062e76600759172f25b20c91548f0353ca6fcc04909da2327b020fa3bf630a,include_simulation_or_mechanistic_lead,applied_seed,I_SIMULATION_MECHANISTIC,This infectious-state microsimulation compares family-based and traditional Helicobacter pylori screening strategies under uncertainty.,codex-cli-task5-fix3-reader-a-019f8293-968e-70d1-9f40-b1106d47f008,W02-BATCH-023,
