batch_id,source_assignment_sha256,input_sha256,output_sha256,output_path,row_count,first_candidate_key,last_candidate_key,ordered_keyset_sha256,reader,scope,status
TASK6-REPAIR-001,8c26280c234e76fa35964ef613f7c498e7a829f06ab2f2af76f1dc1b52749f16,5951b90655030cf21e5eb8ca5be3cceeb3eebf6864ed5d7fe791f40423cf9e7f,f57f7a567e3b029f6d227f1cac3cf9e9740e86c38c344585eb856dfd8d570400,01_search/search_logs/2026-07-20-broad-discovery/wave_03_lineage_resolution/semantic_repair_reader_results/batch_001.json,100,PMID:30601823,PMID:38361864,9ac17a16a408938099046749cc7a7b70f8f2c1ab631419dcfed260e6dc7f69f9,task6-semantic-repair-reader-20260722,row-level relationship and lineage source-role semantic decision,adopted_after_exact_schema_and_key_validation
TASK6-REPAIR-002,8c26280c234e76fa35964ef613f7c498e7a829f06ab2f2af76f1dc1b52749f16,062827257debf28dc5e86ee1afee0ba70491ecbcec7c05ff3612ffc41bb63300,25774c34166671cdf7ae5df7af2fee61a8544bfd5ca90a31f5652f20d53ec9d2,01_search/search_logs/2026-07-20-broad-discovery/wave_03_lineage_resolution/semantic_repair_reader_results/batch_002.json,100,PMID:38395538,PMID:32502123,cedf88fc4b578ac0d2fd838a2c99fc10b3d371dc68b94a632f8122932c2d98c1,task6-semantic-repair-reader-20260722,row-level relationship and lineage source-role semantic decision,adopted_after_exact_schema_and_key_validation
TASK6-REPAIR-003,8c26280c234e76fa35964ef613f7c498e7a829f06ab2f2af76f1dc1b52749f16,985f7309278dcf3c851c84550e475302467d7c51ceae8bff5f2e88187acb2fe8,1dd990df7dc54662141d35085832ef0f4fac7840397331c48c8a284c81adb7b1,01_search/search_logs/2026-07-20-broad-discovery/wave_03_lineage_resolution/semantic_repair_reader_results/batch_003.json,100,PMID:32727905,PMID:24143815,9f46224775265cb21d288beb0678b5ee6999d40ab6ef78c7b8343406821f9f76,task6-semantic-repair-reader-20260722,row-level relationship and lineage source-role semantic decision,adopted_after_exact_schema_and_key_validation
TASK6-REPAIR-004,8c26280c234e76fa35964ef613f7c498e7a829f06ab2f2af76f1dc1b52749f16,80a71efd0f3575d1cf0b59c954083d4cd6c84604524561bc0c7950742c05f2b8,216ee8dd4fc686f556abc39ebdedb3add0eb138a03b336f3dd24348b53c42783,01_search/search_logs/2026-07-20-broad-discovery/wave_03_lineage_resolution/semantic_repair_reader_results/batch_004.json,100,PMID:24244390,PMID:33549166,c22df9da0e999c0d57f89082c0f43af49cdb56603a19f2439ee2568320ee096c,task6-semantic-repair-reader-20260722,row-level relationship and lineage source-role semantic decision,adopted_after_exact_schema_and_key_validation
TASK6-REPAIR-005,8c26280c234e76fa35964ef613f7c498e7a829f06ab2f2af76f1dc1b52749f16,0342a0cf42e1e61fe0ce6d90354c49f27345314394a5fe68f02a4eca7fb01553,42bd04b6866ac307050cbe982978e5c59650ab018daa7eff96b735feb6073189,01_search/search_logs/2026-07-20-broad-discovery/wave_03_lineage_resolution/semantic_repair_reader_results/batch_005.json,100,PMID:33575744,PMID:36764719,3304d05c5faba0e87b52864fa6d6e93f691faedaf7e15ef3482160d947f0a5a6,task6-semantic-repair-reader-20260722,row-level relationship and lineage source-role semantic decision,adopted_after_exact_schema_and_key_validation
TASK6-REPAIR-006,8c26280c234e76fa35964ef613f7c498e7a829f06ab2f2af76f1dc1b52749f16,cf74a8dc1e73a1e2aacb7e80c2e8b4a69c84099eec6d60d0ce7db0a03ca00f18,7da52d32dfc7a49dcd9397c872796dc314ec870f403b5fc3aae7a17b96f7cf6f,01_search/search_logs/2026-07-20-broad-discovery/wave_03_lineage_resolution/semantic_repair_reader_results/batch_006.json,100,PMID:36777651,PMID:38872846,228262f86f032d41ed836d06399452148ddcab29ff11574d14a2b30a4665fbcd,task6-semantic-repair-reader-20260722,row-level relationship and lineage source-role semantic decision,adopted_after_exact_schema_and_key_validation
TASK6-REPAIR-007,8c26280c234e76fa35964ef613f7c498e7a829f06ab2f2af76f1dc1b52749f16,aea3c1c43ec1c4f0e0a11f7cd63e5bae81ca1f38239e8b00e86a1570ff168f42,5d79d2b8c8e1fe0e10bdf4a52d9c58cb9f5623ac02d260142df55dbfe4c5199e,01_search/search_logs/2026-07-20-broad-discovery/wave_03_lineage_resolution/semantic_repair_reader_results/batch_007.json,100,PMID:38923070,PMID:41174552,95c180b7726b8dbdd4f8cf074feac0e89ecd6a09f25ea655565589f0c8037faf,task6-semantic-repair-reader-20260722,row-level relationship and lineage source-role semantic decision,adopted_after_exact_schema_and_key_validation
TASK6-REPAIR-008,8c26280c234e76fa35964ef613f7c498e7a829f06ab2f2af76f1dc1b52749f16,989fbbd2e8382ba43f904b0e1f34cd8aa1bfd614deeebfc2726b2bf9e0d7526c,f92482f4930506bc855f118798b29ce95b572e675b17019b8ef2402610c463f2,01_search/search_logs/2026-07-20-broad-discovery/wave_03_lineage_resolution/semantic_repair_reader_results/batch_008.json,100,PMID:41309143,PMID:34678195,c2bcc2a854cc02a94012fc13c4f81473a7fab23e1119827f93c277d3aab88567,task6-semantic-repair-reader-20260722,row-level relationship and lineage source-role semantic decision,adopted_after_exact_schema_and_key_validation
TASK6-REPAIR-009,8c26280c234e76fa35964ef613f7c498e7a829f06ab2f2af76f1dc1b52749f16,09796ffc70339acc2222a83f981b8027a3e9eb2baf8b1d00bfa4a3a10be5d16a,33b70610daae9fa594c7508677bc0bbad255803e5dc74f63bd8e14369dac50d6,01_search/search_logs/2026-07-20-broad-discovery/wave_03_lineage_resolution/semantic_repair_reader_results/batch_009.json,100,PMID:35384900,PMID:25612062,dcf0baeed448076c7e5f9cb969e027b3b03fe559d19161fcd907db72bc6cd945,task6-semantic-repair-reader-20260722,row-level relationship and lineage source-role semantic decision,adopted_after_exact_schema_and_key_validation
TASK6-REPAIR-010,8c26280c234e76fa35964ef613f7c498e7a829f06ab2f2af76f1dc1b52749f16,fb093e62c45b03c060c7f115c5deacc01e9e716c32f96c1489a91dca29a6800d,305f2f9815ac93dce9f2fc4bcad531e59b8ae1f1cf73956ac8f8a0a3eb2d1601,01_search/search_logs/2026-07-20-broad-discovery/wave_03_lineage_resolution/semantic_repair_reader_results/batch_010.json,100,PMID:25919167,PMID:20394710,6cbbc108d28e8876552ee308afedc977f2a3abc10be13c7ff97fcf041957dbc2,task6-semantic-repair-reader-20260722,row-level relationship and lineage source-role semantic decision,adopted_after_exact_schema_and_key_validation
TASK6-REPAIR-011,8c26280c234e76fa35964ef613f7c498e7a829f06ab2f2af76f1dc1b52749f16,b4b9dd2da9ff417c8276a3877e43704b67290923ea179909be5da5177c6f048e,1431dfe1ccc2b163f4c81698781612293b7cd645dc48e78fd48010ff8ccbf3c9,01_search/search_logs/2026-07-20-broad-discovery/wave_03_lineage_resolution/semantic_repair_reader_results/batch_011.json,100,PMID:21067976,PMID:37573202,98f496b09b8fd59f708df61f0d6145797658c41aa850759d4c2bff74a46d3d2c,task6-semantic-repair-reader-20260722,row-level relationship and lineage source-role semantic decision,adopted_after_exact_schema_and_key_validation
TASK6-REPAIR-012,8c26280c234e76fa35964ef613f7c498e7a829f06ab2f2af76f1dc1b52749f16,1236b6e44a34bbd0483a3458082064dcb46876ce250842745a9458bd4e87dd3d,c3c8a25561b946af67ef470aedb701365f6b4422db100fb3870bc7156fafcdab,01_search/search_logs/2026-07-20-broad-discovery/wave_03_lineage_resolution/semantic_repair_reader_results/batch_012.json,100,PMID:37753272,PMID:42326787,3f79aa49e6080c82b1b7c2f0ae860aabd0cdf9a8b03d0fe9a4dd80d848a00f35,task6-semantic-repair-reader-20260722,row-level relationship and lineage source-role semantic decision,adopted_after_exact_schema_and_key_validation
TASK6-REPAIR-013,8c26280c234e76fa35964ef613f7c498e7a829f06ab2f2af76f1dc1b52749f16,4858611199f2d063c3f661388f8b2ce9f2661720d18154d796c93c5829d21051,4d0f43ae1fa2bd9b89ca23047b650d1848a5c9df08cc91f1aaf8a767f0736e11,01_search/search_logs/2026-07-20-broad-discovery/wave_03_lineage_resolution/semantic_repair_reader_results/batch_013.json,100,PMID:42350043,PMID:37360780,bad8bf33cc75a43062e9cc1f8bf2f698144b96a0a5ddf0b1e5f7fef4a70585bf,task6-semantic-repair-reader-20260722,row-level relationship and lineage source-role semantic decision,adopted_after_exact_schema_and_key_validation
TASK6-REPAIR-014,8c26280c234e76fa35964ef613f7c498e7a829f06ab2f2af76f1dc1b52749f16,0ce6060929b8bb01c1291886c101bb9bca6822c95161d89f6f33df9d4b62b605,9a7f20cbeca045f955b3a4dd18d87dc305f1bef49fccda96308a2ece0c3b7e17,01_search/search_logs/2026-07-20-broad-discovery/wave_03_lineage_resolution/semantic_repair_reader_results/batch_014.json,100,PMID:33669985,PMID:41295579,ca8f95bb18ca811ba027341b7f2d4c14e5e556286c019de23fa1aa4f2bceacde,task6-semantic-repair-reader-20260722,row-level relationship and lineage source-role semantic decision,adopted_after_exact_schema_and_key_validation
TASK6-REPAIR-015,8c26280c234e76fa35964ef613f7c498e7a829f06ab2f2af76f1dc1b52749f16,b28d741491c32b7080b04c11731058b552ab37d3a76c05b3f4e7a2253a6ba4d2,7c08d54481cb8fdaaa6622f9f1306478f69d6497ca4fe2dbd3d7632b79c14566,01_search/search_logs/2026-07-20-broad-discovery/wave_03_lineage_resolution/semantic_repair_reader_results/batch_015.json,100,PMID:41316031,PMID:32155235,b448b6998f6946c950e705d9c1ef2378354dddf789005f42076b688547e4c572,task6-semantic-repair-reader-20260722,row-level relationship and lineage source-role semantic decision,adopted_after_exact_schema_and_key_validation
TASK6-REPAIR-016,8c26280c234e76fa35964ef613f7c498e7a829f06ab2f2af76f1dc1b52749f16,36897ccca0902c398a6ff7930b8ed307cf0eae3ef9f8b33dcf896da2a270bebb,deb835b934c52bc32df000ff3e90170c6e13d566580f381211b24001a6ad5388,01_search/search_logs/2026-07-20-broad-discovery/wave_03_lineage_resolution/semantic_repair_reader_results/batch_016.json,100,PMID:32161946,PMID:33758578,4c394f67890dd37ad9173c7a796d0585a7e8d2db0f4743fc52ef6995ff7751b1,task6-semantic-repair-reader-20260722,row-level relationship and lineage source-role semantic decision,adopted_after_exact_schema_and_key_validation
TASK6-REPAIR-017,8c26280c234e76fa35964ef613f7c498e7a829f06ab2f2af76f1dc1b52749f16,46ece3e7713ce066e09371085c94cb2f420d1b701b6193958e93088b80f39617,0d5ddb0a5100e34dda1ee6f57dc4ec087061ae7139e235e7fb912e7cc17084f6,01_search/search_logs/2026-07-20-broad-discovery/wave_03_lineage_resolution/semantic_repair_reader_results/batch_017.json,100,PMID:33777694,PMID:30184114,4f38b8a1cdee0215353b8c3043c2f248a0f0d8cdd913b4db1339d44e5c737df0,task6-semantic-repair-reader-20260722,row-level relationship and lineage source-role semantic decision,adopted_after_exact_schema_and_key_validation
TASK6-REPAIR-018,8c26280c234e76fa35964ef613f7c498e7a829f06ab2f2af76f1dc1b52749f16,4ebc768c6264d37785487115ec6fdad8b99676f1fbdc62b5a3ef2c0e8febfb80,7551ee4f2e7903ce02ea97deb6e948a9f74d2853b0c930cdab2307446cdc6399,01_search/search_logs/2026-07-20-broad-discovery/wave_03_lineage_resolution/semantic_repair_reader_results/batch_018.json,100,PMID:30200946,PMID:35186242,80bcbd20f8e8973f34cada1f8a3b17b1eaf470930bb74db4971410c6c99aec4a,task6-semantic-repair-reader-20260722,row-level relationship and lineage source-role semantic decision,adopted_after_exact_schema_and_key_validation
TASK6-REPAIR-019,8c26280c234e76fa35964ef613f7c498e7a829f06ab2f2af76f1dc1b52749f16,3ff149635fa3052c72e4fba572fab14b2809b0a88affea03d448af31241849ed,3e96c7c23d4e0bc7c83139cacca33551097d3aac5a308902e5c32661363b889d,01_search/search_logs/2026-07-20-broad-discovery/wave_03_lineage_resolution/semantic_repair_reader_results/batch_019.json,100,PMID:35195516,PMID:38982659,3d21f3eacab8d61a5876bcdd8142729bbdf6ed2fa5e5a2d453d43997f29adb16,task6-semantic-repair-reader-20260722,row-level relationship and lineage source-role semantic decision,adopted_after_exact_schema_and_key_validation
TASK6-REPAIR-020,8c26280c234e76fa35964ef613f7c498e7a829f06ab2f2af76f1dc1b52749f16,7271846cbfa29064a3cb610fa33af9877b73921f7bdc7e646e5bcd756dc3fe57,0b05c94d183c26632ba18e9476c0064c962fc6f9f9329f46e3c5893c90bd7e70,01_search/search_logs/2026-07-20-broad-discovery/wave_03_lineage_resolution/semantic_repair_reader_results/batch_020.json,100,PMID:39012098,PMID:42198771,01908a3ce70c3bf2023a45942f57d4d3ddc83bdb21ba969158874f95d3508358,task6-semantic-repair-reader-20260722,row-level relationship and lineage source-role semantic decision,adopted_after_exact_schema_and_key_validation
TASK6-REPAIR-021,8c26280c234e76fa35964ef613f7c498e7a829f06ab2f2af76f1dc1b52749f16,95355bf09ab734af23bffdceffae2543cce597dd349815c26226768b70cb5d53,48b0038516925588e7d6682ac981e1e920bd8fc4c483e4a011b7fd283b4e6fbe,01_search/search_logs/2026-07-20-broad-discovery/wave_03_lineage_resolution/semantic_repair_reader_results/batch_021.json,100,PMID:42205572,PMID:38597488,4d667d1a8a33c31081cb582343d85990661bc26ef0910690a5d4f63822fcf9d5,task6-semantic-repair-reader-20260722,row-level relationship and lineage source-role semantic decision,adopted_after_exact_schema_and_key_validation
TASK6-REPAIR-022,8c26280c234e76fa35964ef613f7c498e7a829f06ab2f2af76f1dc1b52749f16,f030dae9fd679d3572c482b2152053848b20f3e131399b12f2ae9775f76d7019,b05c943ee018b37d391b8f44331885056a83ea684eeb48a98c6b1b69a0199ae8,01_search/search_logs/2026-07-20-broad-discovery/wave_03_lineage_resolution/semantic_repair_reader_results/batch_022.json,100,PMID:28233783,PMID:33796187,ccf2612af75bcceb6b6e2d4f1223ef404fee8452500397dbce46d96e2d0e7de5,task6-semantic-repair-reader-20260722,row-level relationship and lineage source-role semantic decision,adopted_after_exact_schema_and_key_validation
