candidate_key,source_row_sha256,final_decision,final_proposed_record_type,final_reason_code,title,year,authors,abstract,search_ids,preliminary_families,source_url,provisional_concept_label,provisional_canonical_name,provisional_family,routing_evidence,routing_status
PMID:22418630,22e1d4ff66acd90dca9bc99aad9442b52b9fbc3a985180913761e11009a9e70f,include_applied_seed,applied_seed,I_APPLIED_TRANSFERABLE_DESIGN,Audit and feedback to reduce broad-spectrum antibiotic use among intensive care unit patients: a controlled interrupted time series analysis.,2012,Marion Elligsen; Sandra A N Walker; Ruxandra Pinto; Andrew Simor; Samira Mubareka; Anita Rachlis; Vanessa Allen; Nick Daneman,"We aimed to rigorously evaluate the impact of prospective audit and feedback on broad-spectrum antimicrobial use among critical care patients. Prospective, controlled interrupted time series. Single tertiary care center with 3 intensive care units. A formal review of all critical care patients on their third or tenth day of broad-spectrum antibiotic therapy was conducted, and suggestions for antimicrobial optimization were communicated to the critical care team. The primary outcome was broad-spectrum antibiotic use (days of therapy per 1000 patient-days; secondary outcomes included overall antibiotic use, gram-negative bacterial susceptibility, nosocomial Clostridium difficile infections, length of stay, and mortality. The mean monthly broad-spectrum antibiotic use decreased from 644 days of therapy per 1,000 patient-days in the preintervention period to 503 days of therapy per 1,000 patient-days in the postintervention period (P < .0001); time series modeling confirmed an immediate decrease (± standard error) of 119 ± 37.9 days of therapy per 1,000 patient-days (P = .0054). In contrast, no changes were identified in the use of broad-spectrum antibiotics in the control group (nonintervention medical and surgical wards) or in the use of control medications in critical care (stress ulcer prophylaxis). The incidence of nosocomial C. difficile infections decreased from 11 to 6 cases in the study intensive care units, whereas the incidence increased from 87 to 116 cases in the control wards (P = .04). Overall gram-negative susceptibility to meropenem increased in the critical care units. Intensive care unit length of stay and mortality did not change. Institution of a formal prospective audit and feedback program appears to be a safe and effective means to improve broad-spectrum antimicrobial use in critical care.",SEARCH-20260720-PUBMED-FAMILY-CAUSAL-01,causal_policy,https://pubmed.ncbi.nlm.nih.gov/22418630/,controlled_interrupted_time_series,Controlled interrupted time series,causal_policy,title and complete available abstract,pending_independent_semantic_review
PMID:26511839,6cb8671ba69f8e78201b0313f2fa8e9cde6bf18c01c9d9adf3c551951352e06f,include_applied_seed,applied_seed,I_APPLIED_TRANSFERABLE_DESIGN,Differential outcome of an antimicrobial stewardship audit and feedback program in two intensive care units: a controlled interrupted time series study.,2015,Linda R Taggart; Elizabeth Leung; Matthew P Muller; Larissa M Matukas; Nick Daneman,"Antimicrobial decision making in intensive care units (ICUs) is challenging. Unnecessary antimicrobials contribute to the development of resistant pathogens, Clostridium difficile infection and drug related adverse events. However, inadequate antimicrobial therapy is associated with mortality in critically ill patients. Antimicrobial stewardship programs are increasingly being implemented to improve antimicrobial prescribing, but the optimal approach in the ICU setting is unknown. We assessed the impact of an audit and feedback antimicrobial stewardship intervention on antimicrobial use, antimicrobial costs, clinical outcomes and microbiologic outcomes in two ICUs with different patient populations. The audit and feedback intervention was implemented in a trauma and neurosurgery ICU (TNICU) and a medical surgical ICU (MSICU) at a 465-bed teaching hospital in Toronto, Canada. ICU patients were reviewed Monday to Friday by a physician and pharmacist with infectious diseases training. Recommendations related to appropriate antimicrobial use were presented to ICU teams during a dedicated daily meeting. A controlled interrupted time series analysis was used to compare outcomes in the 12 months before and after the intervention. Cardiovascular and coronary care ICUs served as control units. Mean total monthly antimicrobial use in defined daily doses (DDD) per 1000 patient days was reduced 28% in the TNICU (1433 vs. 1037) but increased 14% in the MSICU (1705 vs. 1936). In the time series analysis, total monthly antimicrobial use in the TNICU decreased by 375 DDD per 1000 patient days (p < 0.0009) immediately following the intervention, followed by a non-significant downward trend in use of -9 DDD per 1000 patient days (p = 0.56). No significant changes in antimicrobial use were identified in the MSICU. Antimicrobial use temporarily increased in one control unit and remained unchanged in the other. There were no changes in mortality, length of stay, readmission rate, incidence of C. difficile infection or resistance patterns of E. coli and P. aeruginosa in either intervention unit. Audit and feedback antimicrobial stewardship programs can lead to significant reductions in total antimicrobial use in the ICU setting. However, this effect may be context-dependent and further work is needed to determine the ingredients necessary for success.",SEARCH-20260720-PUBMED-FAMILY-CAUSAL-01,causal_policy,https://pubmed.ncbi.nlm.nih.gov/26511839/,controlled_interrupted_time_series,Controlled interrupted time series,causal_policy,title and complete available abstract,pending_independent_semantic_review
PMID:29339298,bd29bfeb5af2c75a1a81d7c8fb13b99efc835e285381efc2c58e83f785d5fa96,include_applied_seed,applied_seed,I_APPLIED_TRANSFERABLE_DESIGN,Implementation and impact of an audit and feedback antimicrobial stewardship intervention in the orthopaedics department of a tertiary-care hospital: a controlled interrupted time series study.,2018,Margarida Tavares; Ana Cláudia Carvalho; José Pedro Almeida; Paulo Andrade; Ricardo São-Simão; Pedro Soares; Carlos Alves; Rui Pinto; Arnaud Fontanet; Laurence Watier,"A prospective audit and feedback antimicrobial stewardship intervention conducted in the Orthopaedics Department of a university hospital in Portugal was evaluated by comparing an interrupted time series in the intervention group with a non-intervention (control) group. Monthly antibiotic use (except cefazolin) was measured as the World Health Organization's Anatomical Therapeutic Chemical defined daily doses (ATC-DDD) from January 2012 to September 2016, excluding the 6-month phase of intervention implementation starting on 1 January 2015. Compared with the control group, the intervention group had a monthly decrease in the use of fluoroquinolones by 2.3 DDD/1000 patient-days [95% confidence interval (CI) -3.97 to -0.63]. An increase in the use of penicillins by 103.3 DDD/1000 patient-days (95% CI 47.42 to 159.10) was associated with intervention implementation, followed by a decrease during the intervention period (slope = -5.2, 95% CI -8.56 to -1.82). In the challenging scenario of treatment of osteoarticular and prosthetic joint infections, an audit and feedback intervention reduced antibiotic exposure and spectrum.",SEARCH-20260720-PUBMED-FAMILY-CAUSAL-01,causal_policy,https://pubmed.ncbi.nlm.nih.gov/29339298/,controlled_interrupted_time_series,Controlled interrupted time series,causal_policy,title and complete available abstract,pending_independent_semantic_review
PMID:30590539,f6a8544370c8525df71f8676bcddbe2a677f438fe89febe30d1f8c9842a2651c,include_applied_seed,applied_seed,I_APPLIED_TRANSFERABLE_DESIGN,"Can volunteer community health workers manage multiple roles? An interrupted time-series analysis of combined HIV and maternal and child health promotion in Iringa, Tanzania.",2018,Katharine D Shelley; Gasto Frumence; Rose Mpembeni; Asha S George; Elizabeth A Stuart; Japhet Killewo; Abdullah H Baqui; David H Peters,"Community health workers (CHWs) play a critical role in health promotion, but their workload is often oriented around a single disease. Renewed interest in expansion of multipurpose CHWs to cover an integrated package of services must contend with the debate over how effectively CHWs can perform an increased range of tasks. In this study, we examine whether an existing cadre of HIV-focused paid volunteer CHWs in Iringa, Tanzania, can take on new maternal, newborn and child health (MNCH) promotion tasks without adversely affecting their HIV role. HIV household visits conducted per month were extracted from CHW summary forms covering up to 14 months pre-intervention and 12 months of intervention data. A comparative interrupted time series using a generalized estimating equation assessed population-averaged longitudinal trends in monthly HIV visit count in the intervention ('dual-role' CHWs) vs comparison group ('single-role' CHWs). Analyses were stratified by district, accounting for secular trends, seasonality and covariates. The time series consisted of 4022 observations for HIV visit count from 187 CHWs (41% dual role). Prior to MNCH training, dual-role CHWs averaged 25-30% more HIV visits per month compared with single-role CHWs, with no other significant pre-intervention differences between groups. CHWs began conducting MNCH visits shortly after receiving training, but in the initial month of intervention, there was a 6-9% drop in the mean number of HIV visits per month among dual-role CHWs. Otherwise, there was no significant difference between single- and dual-role CHWs in the trajectories of monthly HIV visits before and after adding MNCH tasks. Dual-role CHWs appeared able to maintain their HIV client workload after adding MNCH tasks to their routines, albeit with an initial slight decline in HIV workload. This dual-role CHW model suggests potential spare capacity in vertically oriented programmes, with productivity gains possible through integration.",SEARCH-20260720-PUBMED-FAMILY-CAUSAL-01,causal_policy,https://pubmed.ncbi.nlm.nih.gov/30590539/,controlled_interrupted_time_series,Controlled interrupted time series,causal_policy,title and complete available abstract,pending_independent_semantic_review
PMID:31124428,84604772e1323db64d00f15f28b74dcdb00ca0bfa9cab15093b2fa5d95d3c7e5,include_applied_seed,applied_seed,I_APPLIED_TRANSFERABLE_DESIGN,"Reduction in Clostridium difficile infection rates following a multifacility prevention initiative in Orange County, California: A controlled interrupted time series evaluation.",2019,Kyle R Rizzo; Sarah H Yi; Erin P Garcia; Matt Zahn; Erin Epson,"To evaluate the Orange County Clostridium difficile infection (CDI) prevention collaborative's effect on rates of CDI in acute-care hospitals (ACHs) in Orange County, California. Controlled interrupted time series. We convened a CDI prevention collaborative with healthcare facilities in Orange County to reduce CDI incidence in the region. Collaborative participants received onsite infection control and antimicrobial stewardship assessments, interactive learning and discussion sessions, and an interfacility transfer communication improvement initiative during June 2015-June 2016. We used segmented regression to evaluate changes in monthly hospital-onset (HO) and community-onset (CO) CDI rates for ACHs. The baseline period comprised 17 months (January 2014-June 2015) and the follow-up period comprised 28 months (September 2015-December 2017). All 25 Orange County ACHs were included in the CO-CDI model to account for direct and indirect effects of the collaborative. For comparison, we assessed HO-CDI and CO-CDI rates among 27 ACHs in 3 San Francisco Bay Area counties. HO-CDI rates in the 15 participating Orange County ACHs decreased 4% per month (incidence rate ratio [IRR], 0.96; 95% CI, 0.95-0.97; P &lt; .0001) during the follow-up period compared with the baseline period and 3% (IRR, 0.97; 95% CI, 0.95-0.99; P = .002) per month compared to the San Francisco Bay Area nonparticipant ACHs. Orange County CO-CDI rates declined 2% per month (IRR, 0.98; 95% CI, 0.96-1.00; P = .03) between the baseline and follow-up periods. This decline was not statistically different from the San Francisco Bay Area ACHs (IRR, 0.97; 95% CI, 0.95-1.00; P = .09). Our analysis of ACHs in Orange County provides evidence that coordinated, regional multifacility initiatives can reduce CDI incidence.",SEARCH-20260720-PUBMED-FAMILY-CAUSAL-01,causal_policy,https://pubmed.ncbi.nlm.nih.gov/31124428/,controlled_interrupted_time_series,Controlled interrupted time series,causal_policy,title and complete available abstract,pending_independent_semantic_review
PMID:31310298,240a6675a4c732e498a47dedf4683338e0acf1e2f3134145743c83570b7915e0,include_applied_seed,applied_seed,I_APPLIED_TRANSFERABLE_DESIGN,Association Between State-Mandated Protocolized Sepsis Care and In-hospital Mortality Among Adults With Sepsis.,2019,Jeremy M Kahn; Billie S Davis; Jonathan G Yabes; Chung-Chou H Chang; David H Chong; Tina Batra Hershey; Grant R Martsolf; Derek C Angus,"Beginning in 2013, New York State implemented regulations mandating that hospitals implement evidence-based protocols for sepsis management, as well as report data on protocol adherence and clinical outcomes to the state government. The association between these mandates and sepsis outcomes is unknown. To evaluate the association between New York State sepsis regulations and the outcomes of patients hospitalized with sepsis. Retrospective cohort study of adult patients hospitalized with sepsis in New York State and in 4 control states (Florida, Maryland, Massachusetts, and New Jersey) using all-payer hospital discharge data (January 1, 2011-September 30, 2015) and a comparative interrupted time series analytic approach. Hospitalization for sepsis before (January 1, 2011-March 31, 2013) vs after (April 1, 2013-September 30, 2015) implementation of the 2013 New York State sepsis regulations. The primary outcome was 30-day in-hospital mortality. Secondary outcomes were intensive care unit admission rates, central venous catheter use, Clostridium difficile infection rates, and hospital length of stay. The final analysis included 1 012 410 sepsis admissions to 509 hospitals. The mean age was 69.5 years (SD, 16.4 years) and 47.9% were female. In New York State and in the control states, 139 019 and 289 225 patients, respectively, were admitted before implementation of the sepsis regulations and 186 767 and 397 399 patients, respectively, were admitted after implementation of the sepsis regulations. Unadjusted 30-day in-hospital mortality was 26.3% in New York State and 22.0% in the control states before the regulations, and was 22.0% in New York State and 19.1% in the control states after the regulations. Adjusting for patient and hospital characteristics as well as preregulation temporal trends and season, mortality after implementation of the regulations decreased significantly in New York State relative to the control states (P = .02 for the joint test of the comparative interrupted time series estimates). For example, by the 10th quarter after implementation of the regulations, adjusted absolute mortality was 3.2% (95% CI, 1.0% to 5.4%) lower than expected in New York State relative to the control states (P = .004). The regulations were associated with no significant differences in intensive care unit admission rates (P = .09) (10th quarter adjusted difference, 2.8% [95% CI, -1.7% to 7.2%], P = .22), a significant relative decrease in hospital length of stay (P = .04) (10th quarter adjusted difference, 0.50 days [95% CI, -0.47 to 1.47 days], P = .31), a significant relative decrease in the C difficile infection rate (P < .001) (10th quarter adjusted difference, -1.8% [95% CI, -2.6% to -1.0%], P < .001), and a significant relative increase in central venous catheter use (P = .02) (10th quarter adjusted difference, 4.8% [95% CI, 2.3% to 7.4%], P < .001). In New York State, mandated protocolized sepsis care was associated with a greater decrease in sepsis mortality compared with sepsis mortality in control states that did not implement sepsis regulations. Because baseline mortality rates differed between New York and comparison states, it is uncertain whether these findings are generalizable to other states.",SEARCH-20260720-PUBMED-VENUE-CAUSAL-01,causal_policy,https://pubmed.ncbi.nlm.nih.gov/31310298/,controlled_interrupted_time_series,Controlled interrupted time series,causal_policy,title and complete available abstract,pending_independent_semantic_review
PMID:31940920,2375093ebca470aad55284a143d829527fd7143d63c4671bbe21c728d7db845b,include_applied_seed,applied_seed,I_APPLIED_TRANSFERABLE_DESIGN,Pathogen-Specific Impacts of the 2011-2012 La Niña-Associated Floods on Enteric Infections in the MAL-ED Peru Cohort: A Comparative Interrupted Time Series Analysis.,2020,Josh Colston; Maribel Paredes Olortegui; Benjamin Zaitchik; Pablo Peñataro Yori; Gagandeep Kang; Tahmeed Ahmed; Pascal Bessong; Esto Mduma; Zulfiqar Bhutta; Prakash Sunder Shrestha; Aldo Lima; Margaret Kosek,"Extreme floods pose multiple direct and indirect health risks. These risks include contamination of water, food, and the environment, often causing outbreaks of diarrheal disease. Evidence regarding the effects of flooding on individual diarrhea-causing pathogens is limited, but is urgently needed in order to plan and implement interventions and prioritize resources before climate-related disasters strike. This study applied a causal inference approach to data from a multisite study that deployed broadly inclusive diagnostics for numerous high-burden common enteropathogens. Relative risks (RRs) of infection with each pathogen during a flooding disaster that occurred at one of the sites-Loreto, Peru-were calculated from generalized linear models using a comparative interrupted time series framework with the other sites as a comparison group and adjusting for background seasonality. During the early period of the flood, increased risk of heat-stable enterotoxigenic E. coli (ST-ETEC) was identified (RR = 1.73 [1.10, 2.71]) along with a decreased risk of enteric adenovirus (RR = 0.36 [0.23, 0.58]). During the later period of the flood, sharp increases in the risk of rotavirus (RR = 5.30 [2.70, 10.40]) and sapovirus (RR = 2.47 [1.79, 3.41]) were observed, in addition to increases in transmission of Shigella spp. (RR = 2.86 [1.81, 4.52]) and Campylobacter spp. (RR = 1.41 (1.01, 1.07). Genotype-specific exploratory analysis reveals that the rise in rotavirus transmission during the flood was likely due to the introduction of a locally atypical, non-vaccine (G2P[4]) strain of the virus. Policy-makers should target interventions towards these pathogens-including vaccines as they become available-in settings where vulnerability to flooding is high as part of disaster preparedness strategies, while investments in radical, transformative, community-wide, and locally-tailored water and sanitation interventions are also needed.",SEARCH-20260720-PUBMED-FAMILY-CAUSAL-01,causal_policy,https://pubmed.ncbi.nlm.nih.gov/31940920/,controlled_interrupted_time_series,Controlled interrupted time series,causal_policy,title and complete available abstract,pending_independent_semantic_review
PMID:32317012,4da6cdc1f19ae76b3e1f648bf8fe80754d74201d8019590d10d439176fbc79d8,include_applied_seed,applied_seed,I_APPLIED_TRANSFERABLE_DESIGN,Persuasive antimicrobial stewardship intervention in the context of a KPC outbreak: a controlled interrupted time series analysis.,2020,Nuno Rocha-Pereira; Paulo Figueiredo Dias; Sofia Correia; Shirin Shahriari; João Neves; José Teixeira; José Artur Paiva; Carlos Lima Alves; Ana Azevedo,"Antimicrobial resistance is a major public health threat. Antimicrobial stewardship (AMS) is one of the key strategies to overcome resistance, but robust evidence on the effect of specific interventions is lacking. We report an interrupted time series (ITS) analysis of a persuasive AMS intervention implemented during a KPC producing Klebsiella pneumoniae outbreak. A controlled ITS for carbapenem consumption, total antibiotic consumption and antibiotic-free days, between January 2012 and May 2018 was performed, using segmented regression analysis. The AMS intervention was implemented in the Vascular Surgery ward starting on April 2016 in the context of a KPC outbreak. The General Surgery ward was taken as a control group. Data were aggregated by month for both wards, including 51 pre-intervention and 26 intervention points. The AMS intervention produced a level change in carbapenem consumption of - 11.14 DDDs/100 patient-days accompanied by a decreasing trend of total antibiotic consumption and stable rate of antibiotic-free days in Vascular Surgery ward. These differences were not apparent in the control group. No differences in mortality or readmission rates between pre-intervention and intervention periods were noticed in any of the groups. Persuasive AMS interventions on top of previously implemented restrictive interventions can reduce carbapenem consumption without increasing total antibiotic consumption. Starting persuasive AMS interventions in an outbreak setting does not compromise the sustainability of the intervention.",SEARCH-20260720-PUBMED-FAMILY-CAUSAL-01,causal_policy,https://pubmed.ncbi.nlm.nih.gov/32317012/,controlled_interrupted_time_series,Controlled interrupted time series,causal_policy,title and complete available abstract,pending_independent_semantic_review
PMID:32718948,75c5a071932f8239211cc17af0eeeb61df967cc781df853111be04485edee91b,include_applied_seed,applied_seed,I_APPLIED_TRANSFERABLE_DESIGN,Impact of a free care policy on the utilisation of health services during an Ebola outbreak in the Democratic Republic of Congo: an interrupted time-series analysis.,2020,Yuen W Hung; Michael R Law; Lucy Cheng; Sharon Abramowitz; Lys Alcayna-Stevens; Grégoire Lurton; Serge Manitu Mayaka; Romain Olekhnovitch; Gabriel Kyomba; Hinda Ruton; Sylvain Yuma Ramazani; Karen A Grépin,"During past outbreaks of Ebola virus disease (EVD) and other infectious diseases, health service utilisation declined among the general public, delaying health seeking behaviour and affecting population health. From May to July 2018, the Democratic Republic of Congo experienced an outbreak of EVD in Equateur province. The Ministry of Public Health introduced a free care policy (FCP) in both affected and neighbouring health zones. We evaluated the impact of this policy on health service utilisation. Using monthly data from the national Health Management Information System from January 2017 to January 2019, we examined rates of the use of nine health services at primary health facilities: total visits; first and fourth antenatal care visits; institutional deliveries; postnatal care visits; diphtheria, pertussis and tetanus (DTP) vaccinations and visits for uncomplicated malaria, pneumonia and diarrhoea. We used controlled interrupted time series analysis with a mixed effects model to estimate changes in the rates of services use during the policy (June-September 2018) and afterwards. Overall, use of most services increased compared to control health zones, including EVD affected areas. Total visits and visits for pneumonia and diarrhoea initially increased more than two-fold relative to the control areas (p<0.001), while institutional deliveries and first antenatal care increased between 20% and 50% (p<0.01). Visits for DTP, fourth antenatal care visits and postnatal care visits were not significantly affected. During the FCP period, visit rates followed a downward trend. Most increases did not persist after the policy ended. The FCP was effective at rapidly increasing the use of some health services both EVD affected and not affected health zones, but this effect was not sustained post FCP. Such policies may mitigate the adverse impact of infectious disease outbreaks on population health.",SEARCH-20260720-PUBMED-FAMILY-CAUSAL-01,causal_policy,https://pubmed.ncbi.nlm.nih.gov/32718948/,controlled_interrupted_time_series,Controlled interrupted time series,causal_policy,title and complete available abstract,pending_independent_semantic_review
PMID:32903257,8b529363f0838e4ffedf810c9b34967d3d5f12ae52093840de92056f21f8357a,include_applied_seed,applied_seed,I_APPLIED_TRANSFERABLE_DESIGN,Providing TB and HIV outreach services to internally displaced populations in Northeast Nigeria: Results of a controlled intervention study.,2020,Suraj A Abdullahi; Marina Smelyanskaya; Stephen John; Haruna I Adamu; Emperor Ubochioma; Ishaya Kennedy; Fatima A Abubakar; Haruna A Ago; Robert Stevens; Jacob Creswell,"A decade of Boko Haram insurgency brought conflict, mass displacement, and the destruction of basic infrastructure to Northeast Nigeria. Over 2 million internally displaced persons (IDPs) suffering from lack of basic hygienic conditions, malnutrition, and disease live in camps or are hosted by communities in the region, where the conflict has contributed to a massive destruction of health facilities. Infectious diseases like tuberculosis (TB) and HIV are especially difficult to address under such conditions, and IDPs are vulnerable to both. Although international investment supports some health interventions among IDPs, locally sourced solutions are lacking. We evaluated the impact of an active case finding (ACF) intervention for TB and testing for HIV in IDP communities and provided linkages to treatment in 3 states in Northeast Nigeria: Adamawa, Gombe, and Yobe. The ACF was a component of a multistakeholder collaboration between government, civil society, and IDP community partners, which also included mapping of IDP populations and health services, supporting existing health facilities, developing a sample transport network, and organizing community outreach to support ACF. Between July 1, 2017, and June 30, 2018, ACF was conducted in 26 IDP camps and 963 host communities in 12 local government areas (LGAs) with another 12 LGAs serving as a control population. Outreach efforts resulted in 283,556 screening encounters. We screened 13,316 children and 270,239 adults including 150,303 (55.6%) adult women and 119,936 (44.4%) men. We tested 17,134 people for TB and 58,976 for HIV. We detected 1,423 people with TB and 874 people living with HIV. We linked 1,419 people to anti-TB treatment and 874 people with HIV to antiretroviral treatment sites. We evaluated additional TB cases notified and conducted comparative interrupted time series (ITS) analyses to assess the impact of ACF on TB case notifications. Through our efforts, bacteriologically confirmed TB notifications increased by 847 (45.1%) during the intervention period, with IDPs accounting for 46% of these notifications. The ITS analyses detected significant positive postintervention trend differences in TB notification rates between the intervention and control areas in all forms TB (incidence rate ratio [IRR] = 1.136 [1.072, 1.204]; p ≤ 0.001) and bacteriologically positive TB (IRR = 1.141 [1.058, 1.229]; p = 0.001). The TB prevalence (502 cases per 100,000 screening encounters) was 10 times the national notification rates and 2.3 times the estimated national incidence. Rates of HIV infection (1.8%) were higher than HIV prevalence estimates in the 3 states. Our study was limited by the nonrandom selection of LGAs. Furthermore, we did not use sensitive screening tools like chest X-ray and likely missed people with TB. In this study, we observed a burden of TB in IDP populations of Northeast Nigeria many times higher than national rates and HIV rates higher than state level estimates. The impact of the intervention showed that ACF can greatly increase TB case notifications. Engaging IDP communities, local governments, and civil society organizations is essential to ensuring the success of interventions targeting TB and HIV, and such approaches can provide sustained solutions to these and other health crises among vulnerable populations.",SEARCH-20260720-PUBMED-VENUE-CAUSAL-01,causal_policy,https://pubmed.ncbi.nlm.nih.gov/32903257/,controlled_interrupted_time_series,Controlled interrupted time series,causal_policy,title and complete available abstract,pending_independent_semantic_review
